id,subseccion,idea,citas,veredicto,pagina_traza,tipo_problema,accion,idea_real_fuente,evidencia_textual,refuerzo_pico,notas
INTROE-JUS-06,Justificacion,Existen metodos dirigidos/enriquecimiento para virus humanos en aguas y protocolos para RSV y poliovirus,Child_2023;Le_2025;Asghar_2014,OK,Child p.1; Le p.1; Asghar p.7,,mantener,,"""Hybrid-capture enrichment...amplicon sequencing gave high viral genome coverage"" (Child); ""nanopore sequencing...RSV using RSVTyper"" (Le); ""complete VP1 sequences...from sewage"" (Asghar)","PICOC[P: espectro de virus patogenos humanos en aguas; I: panel de sondas/enriquecimiento dirigido; C: dirigido vs metagenomico; O: monitoreo simultaneo eficiente; C: WBE] — ""With the design of a probe panel containing species of interest for WBE, this method could provide an efficient means of monitoring a spectrum of human pathogenic viruses simultaneously."" (Child_2023, p.2)",Cada fuente su componente.
INTROE-JUS-07,Justificacion,Ampliar a RSV/poliovirus incorpora blancos al flujo validado SIN requerir infraestructura ni inversion adicional,Child_2023;Le_2025;Asghar_2014,PARCIAL,n/a,inferencia_de_beneficio,corregir,"'Sin inversion adicional' es inferencia del autor, no en las fuentes. Apoyar en Mercier ('using existing WEM infrastructure') o suavizar.","Las fuentes respaldan la EXISTENCIA de metodos, no el costo cero.","PICOC[P: RSV/aguas; I: monitoreo ambiental sobre infraestructura ya instalada; C: sistema nuevo vs existente; O: costo evitado; C: programas WEM] — ""Scenarios included: amortization of RSV-WEM infrastructure costs over 5 years; using existing WEM infrastructure for RSV detection"" (Mercier_2025, p.2)",Suavizar el enunciado de infraestructura.
INTROE-JUS-08,Justificacion,"Esquema ARTIC de RSV desarrollado con participacion de USFQ, compatible con Nanopore, produce genomas completos",Maloney_2025,PARCIAL,p.1/2/4,autoria_sobreestimada,corregir,"USFQ es COAUTORA y valido/uso Nanopore (completitud 94,9/95,8%), pero el esquema ARTIC lo desarrolla Edimburgo (Rambaut). 'Desarrollado' sobreestima el rol.","""Institute of Microbiology, Universidad San Francisco de Quito"" (p.1); ""four used Nanopore (MDH, NVRL, UoN and USFQ)""; ""median genome completeness was 94.9% and 95.8% for RSV A and B"" (RSV_paper_Romel/Maloney, p.4)","PICOC[P: RSV A/B; I: esquema ARTIC de amplicones + Nanopore; C: Nanopore vs Illumina; O: completitud de genoma (94,9%/95,8%); C: multi-laboratorio, con USFQ] — ""For Nanopore, median genome completeness was 94.9% and 95.8% for RSV A and B respectively"" (Maloney_2025, p.4)",Cambiar 'desarrollado' -> 'validado/aplicado con participacion de'.
INTROE-JUS-09,Justificacion,El estudio aporta lectura poblacional que complementa la clinica en contexto de informacion genomica local limitada,Yousif_2023;Bruno_2025,OK,Yousif p.1; Bruno p.1-8,,mantener,,"""wastewater surveillance has emerged as a key tool to support clinical surveillance"" (Yousif); Bruno documenta disparidades regionales LMIC (bruno-2025)","PICOC[P: SARS-CoV-2, poblaciones LMIC; I: vigilancia genomica de aguas/regional; C: complementa la clinica; O: lectura poblacional ante info local limitada; C: LMIC] — ""unequal genomic surveillance in LMICs could jeopardize genomic sequencing efforts in developed countries."" (Bruno_2025, p.6)",Encuadre correcto.
INTROE-JUS-10,Justificacion,"Instituciones de salud publica/saneamiento pueden evaluar sitios centinela, priorizar patogenos, planificar vigilancia en Quito",Parkins_2023;MejiaCalle_2024,OK,Parkins p.1,,mantener,,"Titulo: ""Wastewater-Based Surveillance as a Tool for Public Health Action"" (parkins-2023, p.1)","PICOC[P: agentes infecciosos en cuencas de alcantarillado; I: sitios WBS centinela; C: entornos de recursos limitados vs HIC; O: priorizacion/planificacion de vigilancia; C: LMIC] — ""strategically implemented WBS sites in sentinel sewersheds would still have profound impacts in these resource-limited settings. In particular, WBS offers a cost-effective, real-time measure enabling an understanding of the local prevalence of individual infectious agents within these resource-constrained settings"" (Parkins_2023, p.39)",Encuadre; 'beneficiarios' es enunciado propio.
INTROE-JUS-11,Justificacion,Grupos vulnerables ante RSV y comunidades expuestas a polio silencioso o variantes de SARS,Hughes_2022;Bottcher_2025;Crits_Christoph_2021,OK,varios,,mantener,,"""particularly for infants and immunocompromised or elderly"" (Hughes); ""cVDPV2...a wake-up call"" (Bottcher); ""Sewage Detects Regionally Prevalent Variants"" (Crits)","PICOC[P: lactantes y ninos <5 anos ante RSV; I: vigilancia; C: grupo vulnerable; O: carga de hospitalizacion; C: infeccion respiratoria comunitaria] — ""Up to 1%-2% of infants under 6 months with RSV are hospitalized, and RSV is responsible for up to a third of hospitalizations for acute respiratory infections (ARI) in children less than 5 years old"" (Hughes_2022, p.1)",Cada fuente su grupo.
INTROE-PRO-01,Problema pregunta objetivos,Amplia de SARS hacia enterovirus y RSV por relevancia ambiental/respiratoria/comunitaria,MejiaCalle_2024;Asghar_2014;Hughes_2022;Le_2025,OK,varios,,mantener,,Antecedente (MejiaCalle p.8); polio ambiental (Asghar p.1); RSV en aguas (Hughes p.1); secuenciacion RSV (Le p.1),"PICOC[P: amplio rango de virus patogenos humanos; I: vigilancia genomica de aguas; C: ampliar desde SARS-CoV-2; O: viabilidad de nuevos blancos; C: metodos de la pandemia] — ""Genomic wastewater surveillance may therefore be plausible for a broad range of human pathogenic viruses, using similar methods to those deployed during the SARS-CoV-2 pandemic."" (Child_2023, p.2)",Sintesis del autor coherente.
INTROE-PRO-02,Problema pregunta objetivos,El poliovirus concentra el mayor interes sanitario y orienta la eleccion de VP1 como blanco,Asghar_2014,OK,p.7,,mantener,,"""complete VP1 sequences of viruses isolated from sewage samples"" (asghar-2014, p.7)","PICOC[P: poliovirus (VDPV/Sabin); I: secuenciacion; C: VDPV vs Sabin OPV; O: eleccion de VP1 como blanco de tipificacion; C: erradicacion] — ""To differentiate VDPV from Sabin OPV strains, allowing confirmation of a VDPV and consideration of a response, the approximately 900-bp VP1 capsid region must be sequenced."" (Shaw_2022, p.1)",VP1 respaldado.
INTROE-PRO-03,Problema pregunta objetivos,La deteccion y caracterizacion se interpretan segun posibilidades/limitaciones en matrices ambientales,Child_2023;Parkins_2023,OK,Child p.1; Parkins p.1,,mantener,,"""untargeted shotgun sequencing was unsuitable...low virus concentrations in wastewater"" (Child, p.1)","PICOC[P: virus a baja concentracion en aguas; I: secuenciacion (shotgun vs dirigida); C: metodos frente a la matriz ambiental; O: limitaciones/posibilidades de deteccion; C: WBE] — ""untargeted shotgun sequencing was unsuitable for genomic monitoring of the low virus concentrations in wastewater samples analyzed in this study."" (Child_2023, p.1)",Encuadre metodologico.
INTROD-RTqPCR-01,RT-qPCR,RT-qPCR combina transcripcion reversa del ARN viral a ADNc con amplificacion cuantitativa en tiempo real; la senal se estima por el Cq a partir de curvas estandar,Ahmed_2020;Medema_2020,OK,"Ahmed p.1,3,5",,ninguna,Descripcion de metodo que Ahmed instancia (no define textualmente cDNA/curva estandar),"""reverse transcriptase quantitative polymerase chain reaction (RT-qPCR)"" (ahmed-2020, p.1); ""the Cq (quantification cycle) value obtained acted as a reference point"" (ahmed-2020, p.3); ""The slope of the standards..."" (ahmed-2020, p.5)","PICOC[P: SARS-CoV-2/aguas; I: RT-qPCR cuantitativa; O: cuantificacion por curva estandar; C: vigilancia WBE] — ""For quantification, 5-point standard curves in duplicate were made by serial dilution of a SARS-CoV-2 RNA transcript (CNR des virus respiratoires, Pasteur Institute, Paris, France) for the IP4 PCR"" (Barbe_2022, p.3)","Medema_2020 = FALTA en repo (no descargable, ACS bloquea); no verificable por PDF. Ahmed cubre el mecanismo. La palabra literal 'cDNA' no aparece; 'curva estandar' figura como 'standards'/'slope of the standards'"
INTROD-RTqPCR-02,RT-qPCR,Fue central desde los primeros reportes de SARS-CoV-2 en aguas residuales y sigue siendo el paso que confirma la presencia viral y decide que muestras avanzan a secuenciacion,Ahmed_2020;Medema_2020,PARCIAL,"Ahmed p.1,3,6",extrapolacion,revisar_redaccion,"Ahmed detecto SARS-CoV-2 en aguas residuales por RT-qPCR confirmado por secuenciacion, pero la secuenciacion fue para CONFIRMAR especificidad, no para SELECCIONAR muestras","""in Australia using RT-qPCR assay, confirmed by sequencing"" (ahmed-2020, p.1); ""we recommend sequencing RT-qPCR products for confirmation"" (ahmed-2020, p.6)","PICOC[P: SARS-CoV-2/aguas; I: RT-qPCR; C: primer reporte; O: deteccion positiva; C: primeros reportes en aguas] — ""viral RNA copies were enumerated using reverse transcriptase quantitative polymerase chain reaction (RT-qPCR) resulting in two positive detections within a six day period from the same wastewater treatment plant (WWTP)"" (Ahmed_2020, p.2)",'decide que muestras avanzan a secuenciacion' NO esta en Ahmed: es una regla de flujo no enunciada (extrapolacion). Medema_2020 FALTA. La parte de centralidad/primeros reportes si es sostenible
INTROD-RTqPCR-03,RT-qPCR,"Hughes aplico este esquema de controles en RSV en solidos sedimentados, con controles de recuperacion, evaluacion de inhibicion y normalizacion con PMMoV",Hughes_2022,PARCIAL,Hughes p.174-176,cifra_o_detalle_no_respaldado,revisar_redaccion,"Hughes uso PMMoV/BCoV como controles de recuperacion y normalizo por PMMoV, pero solo describe REMOCION de inhibidores, no una evaluacion de inhibicion","""PMMoV... is used here as an internal recovery and fecal strength control... BCoV was spiked... all samples were required to have greater than 10% BCoV recovery"" (hughes-2022, p.175); ""We repeated the analysis normalizing RSV RNA concentrations by PMMoV"" (hughes-2022, p.176); ""PCR inhibitor removal with the Zymo OneStep-96 PCR Inhibitor Removal kit"" (hughes-2022, p.174)","PICOC[P: RSV en solidos sedimentados; I: RT-qPCR con controles; O: normalizacion por PMMoV; C: aguas residuales] — ""Normalizing by PMMoV can serve to correct for sample-tosample changes in RNA extraction efficiency, concentrations during storage, or differences in the fecal strength of the"" (Hughes_2022, p.4)","'evaluacion de inhibicion' sobrepasa la fuente: Hughes solo remueve inhibidores, no ejecuta una prueba/ensayo de inhibicion. Cambiar por 'remocion de inhibidores' o citar otra fuente para la evaluacion"
INTROD-RTqPCR-04,RT-qPCR,"En la PTAR Quitumbe, las muestras con Cq tardios rindieron menos en la secuenciacion (vinculo carga RT-qPCR / recuperacion genomica)",MejiaCalle_2024,OK,"MejiaCalle p.45,58",,ninguna,Coincide: 11 de 47 muestras no se secuenciaron por CT muy tardios,"""Of these, only 36 samples could be sequenced, as the remaining 11 samples had very late CT values, which prevented successful sequencing"" (MejiaCalle, p.45)","PICOC[P: SARS-CoV-2/aguas; I: RT-qPCR previo a secuenciacion; O: exito de secuenciacion ligado a Cq; C: PTAR Quitumbe] — ""Of these, only 36 samples could be sequenced, as the remaining 11 samples had very late CT values, which prevented successful sequencing"" (MejiaCalle_2024, p.45)",
INTROD-RTqPCR-05,RT-qPCR,La deteccion molecular se interpreta junto con los controles de calidad y las caracteristicas del flujo de procesamiento de cada muestra,Parkins_2023,OK,"Parkins p.10,18",,ninguna,Sintesis sostenida por Parkins (metadatos + control interno por muestra),"""collection and use of wastewater-associated 'metadata' are often useful during quality assurance and data interpretation"" (parkins-2023, p.10); ""an internal control should be assessed in each sample"" (parkins-2023, p.18)","PICOC[P: aguas residuales; I: deteccion molecular con QC; O: control interno por muestra; C: WBS] — ""To assess the impact of these factors on reducing PCR efficiency, an internal control should be assessed in each sample"" (Parkins_2023, p.18)",
INTROD-PCRmultiple-01,PCR multiple,"La PCR multiple amplifica varios blancos; en vigilancia reduce el volumen de muestra, el costo y el tiempo de procesamiento",Le_2025,PARCIAL,Le p.6,cifra_o_detalle_no_respaldado,revisar_redaccion,"Le respalda menor costo y menor tiempo de los metodos por amplicones, no la reduccion de volumen de muestra","""amplicon-based methods are inexpensive to implement and can be performed with standard laboratory equipment"" (Le-2025, p.6); captura de hibridacion es ""more expensive to implement"" y ""more time-consuming"" (Le-2025, p.6)","PICOC[P: virus en aguas; I: PCR por amplicones/Nanopore; O: bajo costo y rapidez; C: entornos de recursos limitados] — ""Amplicon sequencing only requires a PCR cycler and cheap laboratory equipment. Nanopore sequencing requires no costly equipment, can be performed in small research laboratories or resource-limited settings and allows rapid analysis during sequencing"" (Le_2025, p.8)","'reduce el volumen de muestra' NO esta soportado por Le (la unica mencion de volumen es reactivos AMPure, p.9). Costo y tiempo si. Quitar 'volumen de muestra' o dar otra fuente"
INTROD-PCRmultiple-02,PCR multiple,Child comparo metodos metagenomicos y dirigidos y observo que la secuenciacion por PCR de amplicones genero mayor cobertura de virus especificos que la metagenomica shotgun en muestras dominadas por bacterias,Child_2023,OK,Child p.1,,ninguna,Coincide plenamente,"""Deep shotgun metagenomic sequencing was unable to generate sufficient genome coverage of human pathogenic viruses for robust genomic epidemiology, with samples dominated by bacteria"" (child-2023, p.1); ""while amplicon sequencing gave high viral genome coverage, untargeted shotgun sequencing... was unable to detect human pathogenic viruses with enough sensitivity"" (child-2023, p.1)","PICOC[P: virus patogenos en aguas; I: amplicones vs metagenomica shotgun; C: dirigido vs no dirigido; O: mayor cobertura por amplicones; C: sewage dominado por bacterias] — ""while amplicon sequencing gave high viral genome coverage, untargeted shotgun sequencing of total nucleic acid samples was unable to detect human pathogenic viruses with enough sensitivity for use in genomic epidemiology"" (Child_2023, p.1)",Matiz: el mejor contraste del paper es tiled-PCR > captura hibrida > shotgun; la captura hibrida tambien supera a shotgun ampliamente
INTROD-PCRmultiple-03,PCR multiple,"Para RSV, Le aplico un panel de 39 amplicones solapados de aproximadamente 550 pb mediante secuenciacion Nanopore y analisis automatico",Le_2025,OK,Le p.1-2,,ninguna,39 amplicones y ~550 pb confirmados en el abstract,"""generating 39 amplicons ~ 550 bp in length"" (Le-2025, p.1); ""generating 39 overlapping amplicons"" (Le-2025, p.2); ""analyzed with the RSVTyper pipeline... automatic reference selection, consensus sequence generation and clade assignment via Nextclade"" (Le-2025, p.1)","PICOC[P: RSV en aguas/pacientes; I: multiplex tiling PCR 39 amplicones ~550 pb + Nanopore; O: analisis automatico; C: RSVTyper] — ""243 RSV isolates from 2008 to 2025 and wastewater samples from 2023/2024 were amplified in a multiplex tiling PCR with specific primers, generating 39 amplicons ~ 550 bp in length, and sequenced with Oxford Nanopore Technologies"" (Le_2025, p.1)","Nota: el diseno del esquema apunta a ~500 pb (""PCR fragments... approximately 500 bp"", p.2) pero el amplicon resultante declarado es ~550 pb (abstract). Ambas cifras del texto (39 y ~550) quedan soportadas. Le trabajo aislados de pacientes, no aguas residuales"
INTROD-PCRmultiple-04,PCR multiple,"Un resultado positivo con Cq tardio requiere cautela cuando la carga es baja o hay inhibidores; un resultado negativo puede reflejar ausencia del blanco, perdida durante la extraccion o baja afinidad de los cebadores",Child_2023,PARCIAL,"Child p.7,11",cita_no_sostiene_afirmacion,revisar_redaccion,"Child no enmarca 'positivo con Cq tardio requiere cautela' ni liga Cq a inhibidores/carga baja; solo sostiene parcialmente causas del negativo (ausencia del blanco, degradacion/afinidad de cebadores). 'perdida durante la extraccion' no esta","""MeV and HAV were also absent... suggesting that they were not present in sufficient quantities for PCR detection"" (child-2023, p.7); ""nucleic acid degradation in wastewater samples, which can restrict the contiguous binding of primer pairs"" (child-2023, p.11)","PICOC[P: SARS-CoV-2/aguas; I: RT-qPCR/amplicones; O: falso negativo por inhibidores; C: matriz de aguas residuales] — ""Inhibitory substances in the sample can suppress PCR amplification partially or completely, resulting in incorrect quantification or false-negative results"" (Parkins_2023, p.19)",La premisa del 'positivo con Cq tardio' y 'perdida durante la extraccion' no estan en Child. Reformular o cambiar de fuente para la parte del positivo/extraccion
INTROD-PCRmultiple-05,PCR multiple,"Los sesgos de amplificacion favorecen ciertas regiones o linajes y afectan variantes minoritarias, efecto que MejiaCalle asocio con los cambios de cebadores en Quitumbe",MejiaCalle_2024,OK,"MejiaCalle p.9,47,62",,ninguna,Coincide: cambio de cebadores impacto la deteccion de linajes,"""the change in primers used between March and July 2024, which impacted the detection of circulating lineages and led to the identification of primitive lineages"" (MejiaCalle, p.62); ""changes in primer recognition sites may have affected the results by targeting more conserved viral regions"" (MejiaCalle, p.47)","PICOC[P: SARS-CoV-2/aguas; I: cambio de cebadores en amplicones; O: sesgo en deteccion de linajes; C: PTAR Quitumbe] — ""from March 2024 to the first week of July 2024, different primers were used, resulting in the detection of primitive lineages"" (MejiaCalle_2024, p.58)",
INTROD-Secuenciacion-01,Secuenciacion (parrafo puente),La secuenciacion de Sanger (primera generacion) lee un solo fragmento por reaccion con longitud util de unos 700 a 900 pb y fue el estandar durante decadas,Dash_2024,OK,"Dash p.35-36,59",,ninguna,Coincide con matiz: el libro habla de deterioro de calidad tras 700-900 'bases' (no 'pares de bases') y ~40 anos como estandar,"""deteriorating quality of sequencing reads after 700e900 bases"" (Dash, p.36); ""the Sanger method only sequences a single DNA fragment at a time"" (Dash, p.59); ""the gold standard for DNA sequencing for approximately 40 years"" (Dash, p.35)","PICOC[P: ADN/ARN; I: secuenciacion Sanger (1a gen); C: vs NGS; O: longitud util limitada; C: estandar previo] — ""the method has some limitations, such as poor quality in the first 15-40 bases of the sequence due to primer binding, deteriorating quality of sequencing reads after 700-900 bases"" (Dash_2024, p.61)","Matiz menor: el libro enmarca 700-900 como punto de deterioro de calidad de la lectura, y dice 'bases' no 'pares de bases'"
INTROD-Secuenciacion-02,Secuenciacion (parrafo puente),La NGS ejecuta de millones a miles de millones de reacciones en paralelo y reconstruye las lecturas por bioinformatica contra un genoma de referencia,Dash_2024,OK,"Dash p.36,59",,ninguna,Coincide,"""NGS enables performing millions to billions of sequencing reactions simultaneously"" (Dash, p.36); ""sequencing of millions of small fragments of DNA in parallel. Bioinformatics analyses are then used to piece together these fragments by mapping the individual reads to the human reference genome"" (Dash, p.59)","PICOC[P: genomas; I: NGS masivamente paralela; O: reconstruccion bioinformatica contra referencia; C: analisis de secuencias] — ""All NGS platforms perform the sequencing of millions of small fragments of DNA in parallel. Bioinformatics analyses are then used to piece together these fragments by mapping the individual reads to the human reference genome"" (Dash_2024, p.84)",
INTROD-Secuenciacion-03,Secuenciacion (parrafo puente),La secuenciacion profunda detecta variantes a frecuencias alelicas mas bajas que Sanger (linajes minoritarios en una muestra mezcla),Dash_2024,OK,"Dash p.36,59",,ninguna,Coincide (la frase 'linajes minoritarios/muestra mezcla' es interpretacion del autor; el libro afirma literalmente lo de frecuencia alelica),"""the ability to detect variants at lower allele frequencies than with Sanger sequencing"" (Dash, p.36); ""With deep sequencing, NGS also has a higher discovery capability for detecting novel or rare variants"" (Dash, p.59)","PICOC[P: muestra mezcla; I: secuenciacion profunda (NGS); C: vs Sanger; O: deteccion de variantes a menor frecuencia alelica; C: analisis genomico] — ""Additional advantages of NGS include lower sample input requirements, higher accuracy, and the ability to detect variants at lower allele frequencies than with Sanger sequencing"" (Dash_2024, p.61)",
INTROD-Secuenciacion-04,Secuenciacion (parrafo puente),"Segun la longitud de lectura, la NGS se divide en tecnologias de segunda generacion (lecturas cortas) y de tercera generacion (lecturas largas en tiempo real)",Dash_2024,OK,Dash p.36,,ninguna,Coincide literalmente,"""Depending on the length of sequences produced second- and third-generation sequencing methods are available, and they are defined as short-read and real-time long-read technologies, respectively"" (Dash, p.36)","PICOC[P: acidos nucleicos; I: NGS por longitud de lectura; C: 2a gen (lectura corta) vs 3a gen (lectura larga); O: fragmentos largos sin PCR; C: tecnologias NGS] — ""long reading is possible with third-generation sequencing. It is faster than the systems of second-generation technology and allows the study of long DNA fragments without the need for amplification in PCR"" (Dash_2024, p.100)","IDEA NUEVA disponible: lectura corta NGS ""short DNA sequence reads (50e300 nucleotides)"" (Dash, p.38); lectura media ONT ""reads spanning more than 500 nucleotides"" (Dash, p.85)"
INTROD-Nanopore-01,Nanopore (ONT),"ONT mide los cambios de corriente electrica generados cuando una molecula de acido nucleico atraviesa un nanoporo, y produce lecturas largas en tiempo real en dispositivos portatiles como el MinION",Dash_2024,OK,"Dash p.42,85-86",,ninguna,Coincide,"""The presence of a DNA molecule alters the ionic current by partially blocking the aperture... the obtained current profile, called a 'squiggle', can be translated to a nucleotide sequence"" (Dash, p.86); ""MinION, which weighs less than 0.5 kg"" (Dash, p.86)","PICOC[P: acido nucleico; I: nanoporo ONT (MinION); O: senal por cambio de corriente ionica, lecturas largas; C: dispositivo portatil] — ""In 2014, Oxford Nanopore Technologies released the MinION platform based on the transport of DNA through a nanopore membrane embedded in a lipid bilayer or a synthetic polymer... The detection principle of nanopore systems is based on the ion current changing, which is generated when a charged molecule passes through the membrane"" (Dash_2024, p.65)","IDEA NUEVA disponible: longitud de lectura ONT MinION ""13e20 kb"" (Tabla 3.2, Dash p.42) por si se desea anadir la cifra"
INTROD-Nanopore-02,Nanopore (ONT),En la PTAR Quitumbe permitio asignar linajes de SARS-CoV-2 a partir de muestras pasivas y observar variantes de Omicron en el contexto local,MejiaCalle_2024,OK,"MejiaCalle p.8-9,45",,ninguna,Coincide,"""47 samples were collected using the 3D-printed passive devices. Of these, only 36 samples could be sequenced"" (MejiaCalle, p.45); ""Se observo un predominio de la variante omicron, con linajes como HN.1, EG.5.1.6, XBB.1.5.1.5 y HV.1"" (MejiaCalle, p.9)","PICOC[P: SARS-CoV-2 en muestras pasivas; I: secuenciacion Nanopore + asignacion de linajes; O: variantes de Omicron; C: PTAR Quitumbe] — ""multiplex PCR was used for sequencing with Oxford Nanopore Technology. Bioinformatic analysis was conducted using Freyja. Results: A predominance of the Omicron variant was observed, with lineages such as HN.1, EG.5.1.6, XBB.1.5.1.5, and HV.1 detected"" (MejiaCalle_2024, p.10)",
INTROD-Nanopore-03,Nanopore (ONT),Klapsa generaron secuencias de genoma completo con protocolos Nanopore que establecieron el vinculo genetico entre los aislamientos del alcantarillado de Londres,Klapsa_2022,OK,"Klapsa p.1531,1533,1536",,ninguna,Coincide,"""Whole-genome sequences generated through nanopore sequencing established linkage of isolates and confirmed transmission of a unique recombinant poliovirus lineage"" (klapsa-2022, p.1531); ""a novel nanopore protocol to quickly generate whole-genome sequences of multiple type 2 poliovirus isolates"" (klapsa-2022, p.1533)","PICOC[P: poliovirus en alcantarillado; I: protocolos Nanopore de genoma completo; O: aislamientos geneticamente vinculados; C: Londres] — ""We additionally implemented direct molecular detection and determined whole-genome sequences of every isolate using novel nanopore protocols. Findings 118 genetically linked poliovirus isolates related to the serotype 2 Sabin vaccine strain were detected in 21 of 52 sequential sewage samples collected in London"" (Klapsa_2022, p.1)",
INTROD-Nanopore-04,Nanopore (ONT),Shaw argumentaron su potencial para acortar la confirmacion de brotes,Shaw_2022,OK,"Shaw p.453,461",,ninguna,Coincide,"""New VDPV2 outbreaks were confirmed a median of 35 days... after paralysis onset, which we estimate could be reduced to 16 days by DDNS"" (shaw-2022, p.453); ""negative results confirmed within 3 days rather than 2 weeks"" (shaw-2022, p.461)","PICOC[P: poliovirus/muestras ambientales; I: DDNS Nanopore; C: vs cultivo celular; O: acortar confirmacion; C: respuesta a brote] — ""The rapid turnaround of DDNS allows for multiple samples to be processed prior to a sequencing result being available via cell culture"" (Shaw_2022, p.9)",
INTROD-Nanopore-05,Nanopore (ONT),"En RSV, Le recuperaron genomas completos con cobertura alta en muestras de cargas superiores a 10 000 copias/mL",Le_2025,OK,"Le p.1,5",,ninguna,Umbral y unidades exactos confirmados; cobertura alta = >90%,"""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL"" (Le-2025, p.1); ""Complete genomes (coverages > 90%) were resolved from 118 of 122 (97%) samples with a viral load of > 10,000 copies/mL"" (Le-2025, p.5)","PICOC[P: RSV en aguas; I: Nanopore/amplicones; O: genomas completos con carga >10 000 copias/mL; C: RSVTyper] — ""Whole genomes (> 90% coverage) were obtained from 98% of samples with > 10,000 copies/mL, from 3/14 samples with 1,000-10,000 copies/mL, and from none with < 1,000 copies/mL"" (Le_2025, p.1)",
INTROD-Nanopore-06,Nanopore (ONT),"La tasa de error cruda de Nanopore es superior a la de plataformas de lectura corta; el control de calidad, la generacion de consenso y la seleccion de referencias reducen el impacto de esos errores",Dash_2024,OK,"Dash p.90,92",,ninguna,Coincide (la 'seleccion adecuada de referencias' queda solo laxamente sostenida por 'compared to reference databases'),"""As the error rate of nanopore reads is higher compared to most NGS methods, a well-performing data-analysis workflow is crucial to obtain highly accurate consensus sequences, which can be compared to reference databases"" (Dash, p.92)","PICOC[P: lecturas Nanopore; I: secuenciacion de tercera generacion; C: vs lectura corta; O: mayor tasa de error cruda; C: control de calidad/consenso] — ""One drawback of nanopore sequencing is its relatively high error rate"" (Dash_2024, p.364)","'seleccion adecuada de referencias' solo laxamente respaldada; el foco del libro es filtrado por calidad/tamano, clustering, consenso y pulido"
INTROD-Nanopore-07,Nanopore (ONT),"En aguas residuales estos pasos cobran mayor peso por la presencia de mezclas virales, ARN fragmentado y cobertura desigual entre amplicones",Child_2023,OK,"Child p.7,9,11",,ninguna,Coincide (armado de varios pasajes),"""wastewater samples containing variant mixtures"" (child-2023, p.9); ""nucleic acid degradation in wastewater samples"" (child-2023, p.11); ""coverage depth was heavily skewed toward the 3' end of the genome"" (child-2023, p.7)","PICOC[P: virus en aguas; I: amplicones/secuenciacion; O: ARN fragmentado limita amplificacion; C: muestras de aguas residuales] — ""may have been caused by nucleic acid degradation in wastewater samples, which can restrict the contiguous binding of primer pairs to DNA/cDNA fragments"" (Child_2023, p.11)",
INTROD-Variabilidad-01,Variabilidad genetica,En SARS-CoV-2 la vigilancia genomica de aguas residuales identifica variantes prevalentes y estima mezclas de linajes en la comunidad conectada al alcantarillado,Crits_Christoph_2021;Karthikeyan_2022,OK,Karthikeyan p.107; Crits-Christoph p.1,,ninguna,Karthikeyan sostiene la estimacion de mezclas; Crits-Christoph sostiene la identificacion de variantes prevalentes,"""Wastewater is an information-dense resource for estimating the prevalence of specific viral lineages... Freyja deconvolutes these information-rich mixtures of virus lineages"" (karthikeyan-2022, p.107); ""Genome Sequencing of Sewage Detects Regionally Prevalent SARS-CoV-2 Variants"" (crits-christoph-2021, p.1)","PICOC[P: SARS-CoV-2/comunidad; I: vigilancia genomica de aguas (Freyja); C: vs clinica; O: estimacion de mezclas de linajes; C: campus/condado] — ""The relative abundances of each of the variants were within twofold of prevalence estimates observed in clinical nasal swab data, suggesting that Freyja effectively identifies prevalence even for closely related lineages"" (Karthikeyan_2022, p.5)",Crits-Christoph por si solo NO estima mezclas de linajes (eso es Freyja/Karthikeyan); la cita combinada queda cubierta porque Karthikeyan aporta la parte de mezclas
INTROD-Variabilidad-02,Variabilidad genetica,En RSV la clasificacion por subgrupos y clados depende de las referencias adecuadas para evitar asignaciones incompletas,Le_2025,OK,Le p.2-3,,ninguna,Coincide,"""the use of an incorrect RSV subtype as a reference in the ARTIC pipeline significantly reduced read mapping efficiency"" (Le-2025, p.2); ""usage of the wrong reference sequence leads to read alignment coverage dropouts"" (Le-2025, p.3)","PICOC[P: RSV; I: clasificacion por subgrupo/clado; O: dependencia de referencia adecuada; C: RSVTyper] — ""To prevent incorrect G gene calling, an additional reference selection step was added into the workflow, choosing either a reference containing or lacking the G gene duplication. As we observed differences in generated consensus sequences depending on the reference used"" (Le_2025, p.3)",
